Time,X,Y,Z
18.68,0.233,-0.387,0.901
18.685,0.004,-0.086,0.549
18.69,-0.166,0.18,0.075
18.695,-0.261,0.393,-0.353
18.7,-0.308,0.547,-0.597
18.705,-0.351,0.62,-0.615
18.71,-0.416,0.564,-0.488
18.715,-0.487,0.34,-0.345
18.72,-0.519,-0.032,-0.229
18.725,-0.458,-0.468,-0.048
18.73,-0.276,-0.858,0.31
18.735,0.005,-1.124,0.814
18.74,0.312,-1.235,1.242
18.745,0.545,-1.2,1.33
18.75,0.628,-1.035,0.97
18.755,0.549,-0.76,0.294
18.76,0.366,-0.399,-0.425
18.765,0.167,0.011,-0.959
18.77,0.018,0.436,-1.239
18.775,-0.069,0.839,-1.342
18.78,-0.116,1.176,-1.388
18.785,-0.145,1.379,-1.438
18.79,-0.142,1.388,-1.452
18.795,-0.077,1.185,-1.326
18.8,0.063,0.826,-0.981
18.805,0.245,0.433,-0.438
18.81,0.397,0.133,0.167
18.815,0.449,-0.001,0.667
18.82,0.372,0.023,0.964
18.825,0.191,0.142,1.071
18.83,-0.035,0.286,1.059
18.835,-0.243,0.418,0.969
18.84,-0.388,0.536,0.789
18.845,-0.446,0.648,0.496
18.85,-0.409,0.736,0.112
18.855,-0.285,0.753,-0.284
18.86,-0.092,0.644,-0.569
18.865,0.14,0.4,-0.622
18.87,0.381,0.085,-0.386
18.875,0.597,-0.184,0.083
18.88,0.751,-0.305,0.624
18.885,0.795,-0.264,1.049
18.89,0.68,-0.149,1.226
18.895,0.38,-0.08,1.133
18.9,-0.07,-0.122,0.837
18.905,-0.557,-0.248,0.454
18.91,-0.915,-0.391,0.098
18.915,-0.993,-0.521,-0.154
18.92,-0.744,-0.664,-0.279
18.925,-0.26,-0.841,-0.304
18.93,0.272,-1.008,-0.273
18.935,0.676,-1.061,-0.222
18.94,0.865,-0.922,-0.171
18.945,0.844,-0.611,-0.119
18.95,0.657,-0.238,-0.049
18.955,0.334,0.077,0.045
18.96,-0.088,0.288,0.132
18.965,-0.533,0.44,0.153
18.97,-0.879,0.611,0.066
18.975,-1.01,0.829,-0.101
18.98,-0.878,1.046,-0.263
18.985,-0.521,1.182,-0.329
18.99,-0.035,1.198,-0.245
18.995,0.46,1.12,-0.001
19,0.861,1,0.374
19.005,1.109,0.857,0.805
19.01,1.218,0.675,1.166
19.015,1.266,0.44,1.317
19.02,1.335,0.18,1.161
19.025,1.433,-0.058,0.712
19.03,1.475,-0.245,0.108
19.035,1.352,-0.39,-0.447
19.04,1.027,-0.516,-0.784
19.045,0.592,-0.629,-0.839
19.05,0.213,-0.704,-0.661
19.055,0.037,-0.712,-0.359
19.06,0.1,-0.648,-0.057
19.065,0.325,-0.531,0.146
19.07,0.57,-0.387,0.185
19.075,0.693,-0.224,0.059
19.08,0.616,-0.042,-0.164
19.085,0.35,0.143,-0.386
19.09,-0.018,0.291,-0.529
19.095,-0.375,0.356,-0.558
19.1,-0.637,0.314,-0.468
19.105,-0.786,0.183,-0.276
19.11,-0.868,0.01,-0.027
19.115,-0.958,-0.144,0.205
19.12,-1.116,-0.234,0.344
19.125,-1.349,-0.253,0.352
19.13,-1.61,-0.248,0.259
19.135,-1.832,-0.288,0.141
19.14,-1.968,-0.42,0.072
19.145,-2.011,-0.621,0.074
19.15,-1.983,-0.796,0.107
19.155,-1.895,-0.824,0.11
19.16,-1.726,-0.631,0.069
19.165,-1.426,-0.245,0.034
19.17,-0.956,0.222,0.076
19.175,-0.331,0.632,0.233
19.18,0.371,0.887,0.479
19.185,1.046,0.96,0.719
19.19,1.607,0.877,0.836
19.195,2.012,0.695,0.745
19.2,2.24,0.475,0.45
19.205,2.266,0.279,0.044
19.21,2.062,0.15,-0.343
19.215,1.633,0.101,-0.61
19.22,1.049,0.102,-0.723
19.225,0.442,0.101,-0.699
19.23,-0.059,0.062,-0.584
19.235,-0.404,-0.008,-0.437
19.24,-0.641,-0.079,-0.321
19.245,-0.862,-0.136,-0.286
19.25,-1.106,-0.207,-0.341
19.255,-1.326,-0.343,-0.428
19.26,-1.437,-0.58,-0.442
19.265,-1.393,-0.902,-0.304
19.27,-1.225,-1.24,-0.025
19.275,-1.001,-1.494,0.285
19.28,-0.769,-1.566,0.475
19.285,-0.546,-1.404,0.439
19.29,-0.343,-1.028,0.18
19.295,-0.193,-0.515,-0.193
19.3,-0.131,0.038,-0.541
19.305,-0.145,0.56,-0.776
19.31,-0.167,1.017,-0.898
19.315,-0.109,1.388,-0.962
19.32,0.082,1.64,-1.002
19.325,0.393,1.716,-0.985
19.33,0.74,1.575,-0.84
19.335,1.004,1.242,-0.54
19.34,1.088,0.822,-0.139
19.345,0.96,0.463,0.259
19.35,0.675,0.272,0.558
19.355,0.349,0.247,0.706
19.36,0.105,0.284,0.703
19.365,0.007,0.245,0.588
19.37,0.043,0.051,0.416
19.375,0.136,-0.272,0.232
19.38,0.206,-0.617,0.053
19.385,0.224,-0.867,-0.122
19.39,0.219,-0.955,-0.288
19.395,0.249,-0.899,-0.424
19.4,0.341,-0.77,-0.522
19.405,0.475,-0.632,-0.595
19.41,0.601,-0.498,-0.633
19.415,0.675,-0.337,-0.573
19.42,0.681,-0.118,-0.326
19.425,0.624,0.147,0.128
19.43,0.518,0.406,0.688
19.435,0.38,0.61,1.169
19.44,0.232,0.737,1.404
19.445,0.096,0.78,1.314
19.45,-0.022,0.731,0.921
19.455,-0.139,0.598,0.318
19.46,-0.287,0.429,-0.352
19.465,-0.486,0.299,-0.928
19.47,-0.709,0.264,-1.284
19.475,-0.88,0.307,-1.383
19.48,-0.911,0.351,-1.274
19.485,-0.758,0.313,-1.048
19.49,-0.46,0.164,-0.777
19.495,-0.119,-0.058,-0.486
19.5,0.154,-0.283,-0.161
19.505,0.296,-0.449,0.224
19.51,0.322,-0.538,0.674
19.515,0.285,-0.567,1.14
19.52,0.234,-0.557,1.521
19.525,0.181,-0.512,1.706
19.53,0.118,-0.42,1.628
19.535,0.047,-0.281,1.283
19.54,0.001,-0.123,0.723
19.545,0.027,0.012,0.044
19.55,0.153,0.095,-0.625
19.555,0.359,0.122,-1.137
19.56,0.58,0.109,-1.356
19.565,0.723,0.071,-1.202
19.57,0.715,0.004,-0.696
19.575,0.535,-0.111,0.03
19.58,0.237,-0.286,0.775
19.585,-0.076,-0.497,1.339
19.59,-0.31,-0.68,1.592
19.595,-0.442,-0.763,1.512
19.6,-0.517,-0.724,1.188
19.605,-0.589,-0.61,0.772
19.61,-0.65,-0.498,0.395
19.615,-0.632,-0.424,0.101
19.62,-0.475,-0.356,-0.16
19.625,-0.198,-0.227,-0.455
19.63,0.097,-0.007,-0.797
19.635,0.284,0.262,-1.124
19.64,0.291,0.483,-1.358
19.645,0.135,0.572,-1.452
19.65,-0.101,0.508,-1.399
19.655,-0.311,0.337,-1.208
19.66,-0.417,0.135,-0.885
19.665,-0.388,-0.031,-0.438
19.67,-0.247,-0.127,0.089
19.675,-0.058,-0.132,0.605
19.68,0.103,-0.048,1.005
19.685,0.184,0.097,1.214
19.69,0.174,0.239,1.215
19.695,0.115,0.305,1.034
19.7,0.077,0.26,0.731
19.705,0.125,0.136,0.409
19.71,0.264,0.015,0.208
19.715,0.422,-0.026,0.25
19.72,0.479,0.036,0.531
19.725,0.35,0.154,0.881
19.73,0.064,0.248,1.053
19.735,-0.234,0.257,0.892
19.74,-0.375,0.17,0.438
19.745,-0.284,0.035,-0.112
19.75,-0.025,-0.074,-0.547
19.755,0.239,-0.089,-0.771
19.76,0.364,0.017,-0.814
19.765,0.298,0.221,-0.754
19.77,0.098,0.458,-0.624
19.775,-0.135,0.649,-0.406
19.78,-0.31,0.729,-0.099
19.785,-0.387,0.674,0.214
19.79,-0.382,0.512,0.387
19.795,-0.351,0.313,0.313
19.8,-0.362,0.151,0.024
19.805,-0.442,0.071,-0.33
19.81,-0.557,0.063,-0.582
19.815,-0.622,0.071,-0.649
19.82,-0.561,0.019,-0.559
19.825,-0.361,-0.16,-0.397
19.83,-0.085,-0.486,-0.235
19.835,0.165,-0.916,-0.098
19.84,0.312,-1.338,0.014
19.845,0.338,-1.619,0.119
19.85,0.278,-1.668,0.253
19.855,0.189,-1.488,0.463
19.86,0.119,-1.162,0.76
19.865,0.107,-0.787,1.072
19.87,0.178,-0.409,1.255
19.875,0.337,-0.007,1.182
19.88,0.541,0.447,0.837
19.885,0.712,0.921,0.342
19.89,0.762,1.32,-0.118
19.895,0.635,1.535,-0.393
19.9,0.347,1.513,-0.449
19.905,-0.023,1.283,-0.371
19.91,-0.367,0.943,-0.293
19.915,-0.6,0.614,-0.296
19.92,-0.693,0.39,-0.353
19.925,-0.67,0.294,-0.362
19.93,-0.576,0.271,-0.241
19.935,-0.443,0.224,-0.017
19.94,-0.279,0.081,0.188
19.945,-0.081,-0.155,0.247
19.95,0.146,-0.397,0.133
19.955,0.39,-0.528,-0.083
19.96,0.628,-0.478,-0.305
19.965,0.837,-0.28,-0.49
19.97,0.99,-0.053,-0.64
19.975,1.066,0.072,-0.74
19.98,1.056,0.034,-0.739
19.985,0.973,-0.125,-0.606
19.99,0.839,-0.297,-0.398
19.995,0.66,-0.368,-0.24
20,0.409,-0.294,-0.236
20.005,0.048,-0.114,-0.386
20.01,-0.42,0.07,-0.585
20.015,-0.913,0.156,-0.707
20.02,-1.288,0.104,-0.68
20.025,-1.422,-0.029,-0.525
20.03,-1.283,-0.121,-0.319
20.035,-0.944,-0.071,-0.137
20.04,-0.523,0.124,-0.01
20.045,-0.11,0.36,0.089
20.05,0.26,0.501,0.209
20.055,0.577,0.477,0.371
20.06,0.808,0.325,0.542
20.065,0.901,0.144,0.645
20.07,0.826,0.018,0.615
20.075,0.62,-0.034,0.457
20.08,0.377,-0.045,0.265
20.085,0.182,-0.053,0.171
20.09,0.053,-0.073,0.241
20.095,-0.068,-0.096,0.414
20.1,-0.255,-0.123,0.535
20.105,-0.521,-0.179,0.462
20.11,-0.798,-0.3,0.17
20.115,-0.989,-0.475,-0.232
20.12,-1.036,-0.629,-0.577
20.125,-0.953,-0.646,-0.737
20.13,-0.802,-0.457,-0.669
20.135,-0.642,-0.093,-0.401
20.14,-0.497,0.33,-0.004
20.145,-0.356,0.686,0.423
20.15,-0.199,0.899,0.769
20.155,-0.019,0.948,0.943
20.16,0.172,0.843,0.911
20.165,0.352,0.601,0.689
20.17,0.504,0.263,0.332
20.175,0.617,-0.103,-0.09
20.18,0.69,-0.422,-0.504
20.185,0.715,-0.639,-0.85
20.19,0.684,-0.739,-1.081
20.195,0.591,-0.721,-1.17
20.2,0.442,-0.592,-1.113
20.205,0.256,-0.366,-0.934
20.21,0.057,-0.084,-0.676
20.215,-0.134,0.182,-0.383
20.22,-0.31,0.364,-0.088
20.225,-0.466,0.433,0.179
20.23,-0.603,0.413,0.388
20.235,-0.714,0.359,0.519
20.24,-0.779,0.309,0.57
20.245,-0.768,0.248,0.552
20.25,-0.664,0.122,0.479
20.255,-0.489,-0.113,0.368
20.26,-0.315,-0.429,0.243
20.265,-0.226,-0.711,0.126
20.27,-0.253,-0.825,0.028
20.275,-0.345,-0.716,-0.043
20.28,-0.386,-0.463,-0.055
20.285,-0.274,-0.23,0.041
20.29,0.009,-0.144,0.257
20.295,0.384,-0.205,0.52
20.3,0.723,-0.298,0.695
20.305,0.926,-0.301,0.691
20.31,0.976,-0.181,0.537
20.315,0.926,-0.012,0.346
20.32,0.852,0.113,0.198
20.325,0.796,0.165,0.073
20.33,0.745,0.197,-0.102
20.335,0.659,0.279,-0.349
20.34,0.505,0.432,-0.6
20.345,0.281,0.604,-0.748
20.35,0.012,0.715,-0.732
20.355,-0.268,0.715,-0.569
20.36,-0.527,0.609,-0.343
20.365,-0.728,0.451,-0.151
20.37,-0.834,0.306,-0.055
20.375,-0.815,0.22,-0.052
20.38,-0.669,0.197,-0.084
20.385,-0.426,0.197,-0.096
20.39,-0.138,0.157,-0.056
20.395,0.13,0.033,0.042
20.4,0.321,-0.161,0.198
20.405,0.402,-0.358,0.403
20.41,0.386,-0.473,0.614
20.415,0.326,-0.455,0.764
20.42,0.286,-0.311,0.798
20.425,0.293,-0.094,0.711
20.43,0.314,0.118,0.543
20.435,0.285,0.249,0.331
20.44,0.166,0.25,0.081
20.445,-0.023,0.124,-0.201
20.45,-0.211,-0.072,-0.462
20.455,-0.331,-0.26,-0.604
20.46,-0.361,-0.388,-0.558
20.465,-0.335,-0.45,-0.363
20.47,-0.303,-0.472,-0.164
20.475,-0.298,-0.471,-0.099
20.48,-0.32,-0.448,-0.188
20.485,-0.35,-0.392,-0.331
20.49,-0.363,-0.307,-0.402
20.495,-0.331,-0.203,-0.34
20.5,-0.227,-0.084,-0.176
20.505,-0.034,0.048,0.016
20.51,0.24,0.183,0.163
20.515,0.551,0.29,0.22
20.52,0.832,0.327,0.176
20.525,1.014,0.272,0.056
20.53,1.056,0.141,-0.089
20.535,0.961,-0.022,-0.227
20.54,0.767,-0.17,-0.353
20.545,0.52,-0.265,-0.456
20.55,0.252,-0.287,-0.481
20.555,-0.011,-0.236,-0.369
20.56,-0.242,-0.141,-0.127
20.565,-0.4,-0.047,0.144
20.57,-0.457,0.006,0.338
20.575,-0.414,0.012,0.432
20.58,-0.303,0.01,0.492
20.585,-0.17,0.055,0.583
20.59,-0.048,0.178,0.7
20.595,0.042,0.351,0.775
20.6,0.089,0.503,0.736
20.605,0.085,0.566,0.533
20.61,0.028,0.532,0.149
20.615,-0.071,0.455,-0.371
20.62,-0.198,0.414,-0.891
20.625,-0.337,0.445,-1.221
20.63,-0.472,0.51,-1.224
20.635,-0.577,0.535,-0.888
20.64,-0.617,0.467,-0.325
20.645,-0.556,0.314,0.298
20.65,-0.39,0.116,0.829
20.655,-0.155,-0.095,1.163
20.66,0.078,-0.307,1.264
20.665,0.234,-0.51,1.163
20.67,0.267,-0.675,0.937
20.675,0.17,-0.766,0.677
20.68,-0.024,-0.756,0.464
20.685,-0.252,-0.638,0.341
20.69,-0.434,-0.42,0.283
20.695,-0.502,-0.121,0.208
20.7,-0.435,0.233,0.039
20.705,-0.283,0.599,-0.235
20.71,-0.132,0.915,-0.537
20.715,-0.044,1.1,-0.757
20.72,-0.023,1.082,-0.806
20.725,-0.021,0.851,-0.664
20.73,0.004,0.491,-0.385
20.735,0.049,0.164,-0.084
20.74,0.079,0.004,0.124
20.745,0.061,0.035,0.194
20.75,0.002,0.146,0.173
20.755,-0.057,0.184,0.148
20.76,-0.064,0.06,0.176
20.765,0.014,-0.191,0.25
20.77,0.187,-0.451,0.322
20.775,0.438,-0.616,0.342
20.78,0.73,-0.666,0.294
20.785,1.005,-0.668,0.195
20.79,1.193,-0.699,0.087
20.795,1.219,-0.777,0.007
20.8,1.028,-0.834,-0.04
20.805,0.612,-0.772,-0.075
20.81,0.044,-0.546,-0.111
20.815,-0.528,-0.213,-0.132
20.82,-0.925,0.093,-0.124
20.825,-1.019,0.256,-0.125
20.83,-0.813,0.269,-0.201
20.835,-0.448,0.241,-0.365
20.84,-0.12,0.308,-0.539
20.845,0.04,0.511,-0.609
20.85,0.036,0.748,-0.538
20.855,-0.018,0.846,-0.396
20.86,0.005,0.695,-0.297
20.865,0.148,0.337,-0.283
20.87,0.348,-0.077,-0.281
20.875,0.483,-0.402,-0.169
20.88,0.455,-0.581,0.114
20.885,0.252,-0.649,0.499
20.89,-0.054,-0.661,0.832
20.895,-0.349,-0.635,0.972
20.9,-0.535,-0.552,0.867
20.905,-0.563,-0.387,0.568
20.91,-0.446,-0.146,0.181
20.915,-0.244,0.126,-0.176
20.92,-0.031,0.358,-0.411
20.925,0.126,0.472,-0.464
20.93,0.183,0.416,-0.324
20.935,0.135,0.193,-0.06
20.94,0.014,-0.118,0.18
20.945,-0.125,-0.387,0.23
20.95,-0.226,-0.504,0.02
20.955,-0.255,-0.454,-0.337
20.96,-0.21,-0.325,-0.611
20.965,-0.113,-0.235,-0.63
20.97,0.007,-0.239,-0.419
20.975,0.124,-0.285,-0.179
20.98,0.218,-0.263,-0.099
20.985,0.277,-0.105,-0.215
20.99,0.293,0.148,-0.405
20.995,0.266,0.381,-0.517
21,0.195,0.495,-0.491
21.005,0.087,0.477,-0.368
21.01,-0.037,0.394,-0.227
21.015,-0.132,0.319,-0.105
21.02,-0.147,0.276,0.018
21.025,-0.053,0.243,0.179
21.03,0.116,0.2,0.369
21.035,0.265,0.163,0.512
21.04,0.287,0.18,0.516
21.045,0.13,0.281,0.358
21.05,-0.156,0.446,0.132
21.055,-0.433,0.594,-0.006
21.06,-0.556,0.615,0.042
21.065,-0.467,0.44,0.24
21.07,-0.225,0.097,0.449
21.075,0.028,-0.292,0.539
21.08,0.165,-0.569,0.482
21.085,0.145,-0.635,0.354
21.09,0.024,-0.503,0.245
21.095,-0.102,-0.276,0.184
21.1,-0.161,-0.078,0.124
21.105,-0.14,0.023,0.001
21.11,-0.068,0.033,-0.187
21.115,0.019,0.007,-0.368
21.12,0.108,0.003,-0.445
21.125,0.202,0.042,-0.385
21.13,0.298,0.112,-0.242
21.135,0.366,0.192,-0.117
21.14,0.363,0.268,-0.083
21.145,0.274,0.328,-0.135
21.15,0.141,0.353,-0.222
21.155,0.039,0.318,-0.31
21.16,0.016,0.215,-0.395
21.165,0.044,0.073,-0.477
21.17,0.043,-0.049,-0.511
21.175,-0.056,-0.103,-0.43
21.18,-0.244,-0.092,-0.216
21.185,-0.436,-0.058,0.046
21.19,-0.531,-0.054,0.21
21.195,-0.492,-0.097,0.169
21.2,-0.368,-0.165,-0.054
21.205,-0.248,-0.21,-0.329
21.21,-0.193,-0.183,-0.497
21.215,-0.198,-0.056,-0.461
21.22,-0.202,0.16,-0.223
21.225,-0.147,0.401,0.119
21.23,-0.019,0.574,0.413
21.235,0.144,0.604,0.515
21.24,0.277,0.475,0.37
21.245,0.339,0.234,0.042
21.25,0.327,-0.039,-0.315
21.255,0.271,-0.27,-0.536
21.26,0.2,-0.41,-0.53
21.265,0.129,-0.429,-0.309
21.27,0.055,-0.325,0.034
21.275,-0.029,-0.123,0.374
21.28,-0.121,0.12,0.609
21.285,-0.194,0.34,0.691
21.29,-0.219,0.499,0.634
21.295,-0.185,0.595,0.5
21.3,-0.122,0.633,0.353
21.305,-0.093,0.593,0.213
21.31,-0.14,0.432,0.046
21.315,-0.24,0.138,-0.194
21.32,-0.303,-0.225,-0.488
21.325,-0.23,-0.535,-0.724
21.33,0.007,-0.692,-0.761
21.335,0.331,-0.696,-0.534
21.34,0.596,-0.634,-0.121
21.345,0.681,-0.6,0.3
21.35,0.563,-0.605,0.557
21.355,0.328,-0.573,0.593
21.36,0.108,-0.407,0.489
21.365,0.005,-0.077,0.395
21.37,0.043,0.34,0.423
21.375,0.168,0.703,0.566
21.38,0.28,0.883,0.715
21.385,0.287,0.837,0.739
21.39,0.152,0.625,0.57
21.395,-0.072,0.358,0.245
21.4,-0.273,0.122,-0.12
21.405,-0.346,-0.066,-0.394
21.41,-0.267,-0.232,-0.514
21.415,-0.103,-0.395,-0.51
21.42,0.026,-0.537,-0.462
21.425,0.023,-0.631,-0.43
21.43,-0.133,-0.668,-0.427
21.435,-0.376,-0.658,-0.428
21.44,-0.593,-0.603,-0.417
21.445,-0.689,-0.485,-0.405
21.45,-0.631,-0.29,-0.407
21.455,-0.459,-0.048,-0.417
21.46,-0.251,0.171,-0.39
21.465,-0.077,0.294,-0.277
21.47,0.034,0.301,-0.064
21.475,0.098,0.234,0.202
21.48,0.151,0.165,0.436
21.485,0.225,0.134,0.561
21.49,0.322,0.12,0.558
21.495,0.417,0.076,0.454
21.5,0.47,-0.019,0.297
21.505,0.446,-0.128,0.138
21.51,0.336,-0.202,0.02
21.515,0.172,-0.233,-0.029
21.52,0.011,-0.264,-0.002
21.525,-0.104,-0.345,0.081
21.53,-0.161,-0.483,0.183
21.535,-0.17,-0.634,0.24
21.54,-0.135,-0.732,0.181
21.545,-0.055,-0.72,-0.024
21.55,0.058,-0.574,-0.318
21.555,0.166,-0.312,-0.565
21.56,0.226,0.015,-0.633
21.565,0.222,0.343,-0.48
21.57,0.183,0.642,-0.185
21.575,0.166,0.923,0.122
21.58,0.221,1.205,0.339
21.585,0.366,1.462,0.446
21.59,0.581,1.623,0.489
21.595,0.805,1.617,0.526
21.6,0.946,1.436,0.589
21.605,0.913,1.139,0.663
21.61,0.664,0.787,0.699
21.615,0.255,0.389,0.621
21.62,-0.168,-0.081,0.37
21.625,-0.448,-0.605,-0.049
21.63,-0.517,-1.07,-0.527
21.635,-0.43,-1.315,-0.88
21.64,-0.318,-1.25,-0.952
21.645,-0.283,-0.94,-0.709
21.65,-0.337,-0.569,-0.265
21.655,-0.41,-0.323,0.194
21.66,-0.423,-0.283,0.53
21.665,-0.355,-0.407,0.708
21.67,-0.261,-0.595,0.756
21.675,-0.221,-0.747,0.693
21.68,-0.274,-0.794,0.515
21.685,-0.376,-0.708,0.242
21.69,-0.431,-0.504,-0.04
21.695,-0.358,-0.23,-0.223
21.7,-0.152,0.061,-0.259
21.705,0.11,0.342,-0.2
21.71,0.31,0.605,-0.156
21.715,0.37,0.836,-0.204
21.72,0.298,0.989,-0.332
21.725,0.186,1.014,-0.463
21.73,0.139,0.909,-0.515
21.735,0.205,0.741,-0.451
21.74,0.348,0.594,-0.29
21.745,0.481,0.497,-0.078
21.75,0.526,0.384,0.141
21.755,0.459,0.154,0.325
21.76,0.306,-0.238,0.42
21.765,0.113,-0.717,0.389
21.77,-0.082,-1.123,0.248
21.775,-0.26,-1.307,0.093
21.78,-0.405,-1.222,0.047
21.785,-0.499,-0.937,0.16
21.79,-0.529,-0.575,0.355
21.795,-0.499,-0.247,0.468
21.8,-0.43,-0.011,0.362
21.805,-0.355,0.113,0.031
21.81,-0.295,0.128,-0.398
21.815,-0.259,0.06,-0.759
21.82,-0.236,-0.022,-0.96
21.825,-0.205,-0.025,-1.006
21.83,-0.146,0.11,-0.945
21.835,-0.054,0.335,-0.796
21.84,0.051,0.505,-0.549
21.845,0.128,0.474,-0.207
21.85,0.137,0.225,0.179
21.855,0.075,-0.088,0.537
21.86,-0.015,-0.246,0.814
21.865,-0.06,-0.138,0.991
21.87,-0.009,0.153,1.054
21.875,0.12,0.425,0.984
21.88,0.243,0.522,0.778
21.885,0.245,0.445,0.487
21.89,0.064,0.316,0.204
21.895,-0.266,0.255,0.011
21.9,-0.615,0.293,-0.067
21.905,-0.83,0.383,-0.068
21.91,-0.818,0.457,-0.04
21.915,-0.592,0.467,-0.026
21.92,-0.251,0.387,-0.069
21.925,0.087,0.217,-0.209
21.93,0.345,-0.007,-0.443
21.935,0.504,-0.22,-0.691
21.94,0.581,-0.367,-0.814
21.945,0.593,-0.449,-0.713
21.95,0.552,-0.512,-0.406
21.955,0.467,-0.593,-0.016
21.96,0.352,-0.674,0.314
21.965,0.223,-0.688,0.508
21.97,0.089,-0.572,0.583
21.975,-0.046,-0.315,0.606
21.98,-0.173,0.031,0.631
21.985,-0.277,0.385,0.659
21.99,-0.347,0.677,0.627
21.995,-0.389,0.872,0.455
22,-0.434,0.972,0.11
22.005,-0.516,0.988,-0.354
22.01,-0.641,0.921,-0.821
22.015,-0.757,0.765,-1.171
22.02,-0.781,0.527,-1.329
22.025,-0.648,0.25,-1.277
22.03,-0.369,0.006,-1.039
22.035,-0.032,-0.141,-0.674
22.04,0.246,-0.173,-0.274
22.045,0.393,-0.126,0.059
22.05,0.413,-0.06,0.245
22.055,0.379,-0.021,0.266
22.06,0.37,-0.023,0.17
22.065,0.42,-0.056,0.046
22.07,0.489,-0.095,-0.017
22.075,0.508,-0.112,0.038
22.08,0.432,-0.088,0.207
22.085,0.282,-0.032,0.432
22.09,0.124,0.011,0.617
22.095,0.028,-0.021,0.669
22.1,0.023,-0.159,0.54
22.105,0.104,-0.362,0.255
22.11,0.25,-0.523,-0.096
22.115,0.436,-0.542,-0.4
22.12,0.628,-0.408,-0.568
22.125,0.774,-0.223,-0.581
22.13,0.825,-0.124,-0.506
22.135,0.771,-0.176,-0.454
22.14,0.646,-0.324,-0.499
22.145,0.5,-0.443,-0.599
22.15,0.363,-0.449,-0.622
22.155,0.239,-0.365,-0.469
22.16,0.12,-0.29,-0.191
22.165,0.011,-0.297,0.038
22.17,-0.082,-0.364,0.071
22.175,-0.175,-0.39,-0.076
22.18,-0.304,-0.283,-0.231
22.185,-0.499,-0.031,-0.219
22.19,-0.747,0.286,-0.005
22.195,-0.991,0.555,0.296
22.2,-1.16,0.699,0.528
22.205,-1.2,0.717,0.615
22.21,-1.091,0.664,0.586
22.215,-0.843,0.606,0.509
22.22,-0.5,0.563,0.432
22.225,-0.131,0.499,0.383
22.23,0.175,0.342,0.392
22.235,0.354,0.065,0.485
22.24,0.394,-0.269,0.642
22.245,0.344,-0.518,0.789
22.25,0.277,-0.554,0.837
22.255,0.259,-0.366,0.746
22.26,0.318,-0.092,0.541
22.265,0.452,0.064,0.278
22.27,0.621,-0.032,0.009
22.275,0.753,-0.339,-0.231
22.28,0.766,-0.673,-0.402
22.285,0.612,-0.839,-0.478
22.29,0.319,-0.766,-0.476
22.295,-0.004,-0.529,-0.46
22.3,-0.235,-0.267,-0.499
22.305,-0.317,-0.077,-0.6
22.31,-0.285,0.028,-0.709
22.315,-0.22,0.071,-0.767
22.32,-0.175,0.073,-0.767
22.325,-0.139,0.042,-0.741
22.33,-0.08,0.012,-0.698
22.335,0.007,0.043,-0.598
22.34,0.08,0.174,-0.387
22.345,0.089,0.366,-0.062
22.35,0.022,0.511,0.294
22.355,-0.087,0.501,0.557
22.36,-0.195,0.312,0.646
22.365,-0.282,0.016,0.568
22.37,-0.352,-0.269,0.399
22.375,-0.399,-0.459,0.22
22.38,-0.39,-0.526,0.077
22.385,-0.287,-0.484,-0.024
22.39,-0.099,-0.356,-0.091
22.395,0.097,-0.156,-0.127
22.4,0.19,0.094,-0.133
22.405,0.116,0.356,-0.128
22.41,-0.081,0.574,-0.148
22.415,-0.269,0.7,-0.205
22.42,-0.32,0.708,-0.264
22.425,-0.198,0.604,-0.257
22.43,0.022,0.427,-0.147
22.435,0.225,0.254,0.034
22.44,0.341,0.18,0.225
22.445,0.369,0.274,0.389
22.45,0.35,0.513,0.523
22.455,0.331,0.764,0.605
22.46,0.343,0.845,0.575
22.465,0.404,0.646,0.377
22.47,0.509,0.217,0.042
22.475,0.617,-0.253,-0.297
22.48,0.658,-0.542,-0.479
22.485,0.561,-0.533,-0.416
22.49,0.304,-0.281,-0.151
22.495,-0.063,0.022,0.172
22.5,-0.438,0.182,0.395
22.505,-0.725,0.117,0.449
22.51,-0.87,-0.114,0.38
22.515,-0.866,-0.387,0.305
22.52,-0.741,-0.604,0.313
22.525,-0.538,-0.737,0.389
22.53,-0.319,-0.804,0.438
22.535,-0.161,-0.818,0.379
22.54,-0.127,-0.781,0.218
22.545,-0.225,-0.696,0.033
22.55,-0.375,-0.583,-0.114
22.555,-0.44,-0.469,-0.224
22.56,-0.308,-0.367,-0.336
22.565,0.025,-0.27,-0.459
22.57,0.453,-0.17,-0.551
22.575,0.825,-0.055,-0.556
22.58,1.037,0.086,-0.451
22.585,1.077,0.273,-0.267
22.59,1.011,0.514,-0.071
22.595,0.921,0.774,0.067
22.6,0.858,0.976,0.104
22.605,0.821,1.034,0.058
22.61,0.776,0.904,-0.004
22.615,0.672,0.621,-0.006
22.62,0.472,0.283,0.076
22.625,0.176,0.011,0.199
22.63,-0.161,-0.102,0.293
22.635,-0.443,-0.028,0.32
22.64,-0.585,0.189,0.29
22.645,-0.573,0.446,0.238
22.65,-0.475,0.623,0.184
22.655,-0.395,0.635,0.134
22.66,-0.397,0.474,0.09
22.665,-0.468,0.209,0.067
22.67,-0.541,-0.05,0.087
22.675,-0.55,-0.211,0.164
22.68,-0.474,-0.248,0.3
