Time,X,Y,Z
35.605,0.235,-0.178,-0.228
35.61,0.315,-0.186,-0.302
35.615,0.355,-0.13,-0.384
35.62,0.346,-0.031,-0.427
35.625,0.298,0.068,-0.385
35.63,0.238,0.122,-0.251
35.635,0.191,0.119,-0.068
35.64,0.16,0.078,0.097
35.645,0.126,0.031,0.18
35.65,0.062,-0.006,0.154
35.655,-0.046,-0.032,0.037
35.66,-0.185,-0.046,-0.108
35.665,-0.322,-0.034,-0.2
35.67,-0.42,0.019,-0.182
35.675,-0.457,0.113,-0.056
35.68,-0.434,0.22,0.109
35.685,-0.368,0.3,0.218
35.69,-0.287,0.319,0.21
35.695,-0.215,0.263,0.093
35.7,-0.162,0.147,-0.067
35.705,-0.123,0.015,-0.199
35.71,-0.079,-0.086,-0.268
35.715,-0.011,-0.127,-0.276
35.72,0.08,-0.116,-0.235
35.725,0.174,-0.086,-0.149
35.73,0.239,-0.068,-0.025
35.735,0.263,-0.074,0.104
35.74,0.26,-0.098,0.187
35.745,0.26,-0.128,0.188
35.75,0.277,-0.149,0.116
35.755,0.292,-0.148,0.016
35.76,0.273,-0.111,-0.062
35.765,0.21,-0.042,-0.084
35.77,0.128,0.031,-0.047
35.775,0.07,0.064,0.024
35.78,0.063,0.026,0.096
35.785,0.097,-0.075,0.14
35.79,0.133,-0.193,0.141
35.795,0.135,-0.275,0.1
35.8,0.09,-0.297,0.027
35.805,0.016,-0.267,-0.057
35.81,-0.061,-0.214,-0.122
35.815,-0.116,-0.153,-0.148
35.82,-0.148,-0.084,-0.131
35.825,-0.167,0.008,-0.091
35.83,-0.187,0.122,-0.049
35.835,-0.207,0.228,-0.014
35.84,-0.213,0.281,0.021
35.845,-0.187,0.252,0.06
35.85,-0.127,0.161,0.097
35.855,-0.051,0.066,0.121
35.86,0.004,0.027,0.129
35.865,0.009,0.064,0.134
35.87,-0.034,0.142,0.155
35.875,-0.095,0.195,0.198
35.88,-0.127,0.167,0.241
35.885,-0.095,0.044,0.253
35.89,0.005,-0.143,0.207
35.895,0.14,-0.339,0.104
35.9,0.254,-0.491,-0.037
35.905,0.298,-0.573,-0.192
35.91,0.249,-0.576,-0.334
35.915,0.122,-0.502,-0.432
35.92,-0.037,-0.357,-0.453
35.925,-0.177,-0.161,-0.384
35.93,-0.258,0.05,-0.244
35.935,-0.265,0.233,-0.077
35.94,-0.212,0.357,0.065
35.945,-0.129,0.41,0.144
35.95,-0.055,0.401,0.138
35.955,-0.017,0.344,0.045
35.96,-0.024,0.253,-0.104
35.965,-0.063,0.147,-0.243
35.97,-0.101,0.045,-0.3
35.975,-0.113,-0.033,-0.224
35.98,-0.093,-0.069,-0.021
35.985,-0.065,-0.056,0.243
35.99,-0.058,0.004,0.459
35.995,-0.084,0.085,0.522
36,-0.122,0.152,0.38
36.005,-0.137,0.175,0.085
36.01,-0.103,0.151,-0.226
36.015,-0.03,0.103,-0.405
36.02,0.05,0.065,-0.38
36.025,0.095,0.057,-0.191
36.03,0.081,0.079,0.047
36.035,0.008,0.116,0.231
36.04,-0.099,0.145,0.314
36.045,-0.204,0.147,0.31
36.05,-0.278,0.111,0.25
36.055,-0.306,0.045,0.158
36.06,-0.287,-0.024,0.054
36.065,-0.228,-0.068,-0.039
36.07,-0.147,-0.074,-0.093
36.075,-0.067,-0.058,-0.098
36.08,-0.008,-0.055,-0.069
36.085,0.018,-0.086,-0.041
36.09,0.016,-0.144,-0.035
36.095,-0.002,-0.198,-0.039
36.1,-0.027,-0.214,-0.009
36.105,-0.055,-0.181,0.086
36.11,-0.084,-0.103,0.225
36.115,-0.106,0,0.339
36.12,-0.105,0.115,0.354
36.125,-0.071,0.221,0.25
36.13,-0.008,0.29,0.084
36.135,0.062,0.288,-0.058
36.14,0.115,0.202,-0.13
36.145,0.138,0.066,-0.151
36.15,0.135,-0.047,-0.171
36.155,0.132,-0.07,-0.201
36.16,0.155,0.007,-0.204
36.165,0.215,0.121,-0.14
36.17,0.289,0.192,-0.022
36.175,0.33,0.18,0.078
36.18,0.294,0.109,0.089
36.185,0.176,0.04,-0.005
36.19,0.013,0.014,-0.152
36.195,-0.136,0.025,-0.27
36.2,-0.231,0.037,-0.307
36.205,-0.263,0.016,-0.269
36.21,-0.251,-0.043,-0.196
36.215,-0.221,-0.12,-0.118
36.22,-0.185,-0.187,-0.04
36.225,-0.14,-0.225,0.046
36.23,-0.077,-0.23,0.133
36.235,0.006,-0.205,0.196
36.24,0.095,-0.166,0.221
36.245,0.161,-0.127,0.223
36.25,0.176,-0.097,0.227
36.255,0.133,-0.07,0.246
36.26,0.052,-0.034,0.268
36.265,-0.028,0.022,0.263
36.27,-0.076,0.087,0.215
36.275,-0.081,0.139,0.124
36.28,-0.058,0.152,0.007
36.285,-0.024,0.118,-0.113
36.29,0.011,0.051,-0.215
36.295,0.045,-0.021,-0.281
36.3,0.076,-0.076,-0.301
36.305,0.093,-0.108,-0.272
36.31,0.093,-0.123,-0.21
36.315,0.088,-0.127,-0.143
36.32,0.097,-0.11,-0.09
36.325,0.133,-0.064,-0.049
36.33,0.186,-0.003,0.004
36.335,0.227,0.043,0.08
36.34,0.23,0.045,0.163
36.345,0.189,-0.002,0.206
36.35,0.119,-0.069,0.17
36.355,0.042,-0.12,0.061
36.36,-0.028,-0.127,-0.07
36.365,-0.089,-0.083,-0.16
36.37,-0.137,0.004,-0.17
36.375,-0.168,0.123,-0.1
36.38,-0.172,0.259,0.018
36.385,-0.144,0.378,0.145
36.39,-0.091,0.437,0.244
36.395,-0.026,0.399,0.29
36.4,0.035,0.265,0.264
36.405,0.084,0.086,0.166
36.41,0.116,-0.063,0.015
36.415,0.131,-0.137,-0.141
36.42,0.136,-0.144,-0.25
36.425,0.143,-0.128,-0.277
36.43,0.16,-0.128,-0.227
36.435,0.182,-0.14,-0.136
36.44,0.188,-0.134,-0.05
36.445,0.163,-0.086,0.006
36.45,0.111,-0.005,0.036
36.455,0.056,0.078,0.054
36.46,0.017,0.138,0.071
36.465,-0.007,0.174,0.083
36.47,-0.037,0.197,0.081
36.475,-0.099,0.212,0.067
36.48,-0.195,0.207,0.049
36.485,-0.306,0.163,0.033
36.49,-0.398,0.082,0.015
36.495,-0.444,-0.01,-0.011
36.5,-0.426,-0.079,-0.043
36.505,-0.341,-0.101,-0.072
36.51,-0.198,-0.075,-0.085
36.515,-0.022,-0.027,-0.075
36.52,0.151,0,-0.042
36.525,0.278,-0.03,0.006
36.53,0.331,-0.124,0.057
36.535,0.306,-0.251,0.102
36.54,0.229,-0.352,0.135
36.545,0.142,-0.383,0.16
36.55,0.083,-0.337,0.183
36.555,0.064,-0.248,0.206
36.56,0.073,-0.168,0.21
36.565,0.083,-0.125,0.167
36.57,0.071,-0.113,0.061
36.575,0.037,-0.098,-0.087
36.58,-0.002,-0.046,-0.226
36.585,-0.02,0.054,-0.303
36.59,0,0.179,-0.295
36.595,0.056,0.282,-0.213
36.6,0.119,0.325,-0.089
36.605,0.144,0.31,0.046
36.61,0.093,0.274,0.17
36.615,-0.035,0.255,0.265
36.62,-0.19,0.254,0.314
36.625,-0.297,0.228,0.315
36.63,-0.3,0.134,0.277
36.635,-0.198,-0.027,0.221
36.64,-0.049,-0.194,0.159
36.645,0.066,-0.287,0.095
36.65,0.09,-0.269,0.023
36.655,0.026,-0.171,-0.059
36.66,-0.072,-0.069,-0.15
36.665,-0.13,-0.032,-0.242
36.67,-0.102,-0.073,-0.326
36.675,0.002,-0.154,-0.393
36.68,0.126,-0.216,-0.431
36.685,0.208,-0.226,-0.428
36.69,0.221,-0.183,-0.38
36.695,0.184,-0.112,-0.301
36.7,0.138,-0.038,-0.212
36.705,0.112,0.029,-0.13
36.71,0.11,0.092,-0.048
36.715,0.119,0.154,0.059
36.72,0.126,0.209,0.205
36.725,0.126,0.244,0.36
36.73,0.124,0.25,0.458
36.735,0.124,0.222,0.434
36.74,0.119,0.163,0.279
36.745,0.095,0.081,0.049
36.75,0.042,-0.009,-0.16
36.755,-0.042,-0.079,-0.273
36.76,-0.138,-0.097,-0.266
36.765,-0.219,-0.045,-0.171
36.77,-0.267,0.06,-0.043
36.775,-0.273,0.171,0.063
36.78,-0.246,0.236,0.114
36.785,-0.194,0.23,0.101
36.79,-0.126,0.163,0.046
36.795,-0.047,0.063,-0.007
36.8,0.024,-0.042,-0.018
36.805,0.067,-0.131,0.018
36.81,0.066,-0.186,0.069
36.815,0.022,-0.2,0.086
36.82,-0.041,-0.181,0.048
36.825,-0.095,-0.153,-0.028
36.83,-0.119,-0.141,-0.1
36.835,-0.114,-0.146,-0.131
36.84,-0.1,-0.155,-0.11
36.845,-0.096,-0.149,-0.051
36.85,-0.107,-0.122,0.019
36.855,-0.113,-0.082,0.081
36.86,-0.081,-0.045,0.119
36.865,0.012,-0.03,0.125
36.87,0.152,-0.045,0.094
36.875,0.286,-0.089,0.032
36.88,0.349,-0.146,-0.032
36.885,0.301,-0.193,-0.062
36.89,0.154,-0.207,-0.027
36.895,-0.029,-0.176,0.06
36.9,-0.172,-0.106,0.144
36.905,-0.23,-0.026,0.159
36.91,-0.209,0.035,0.076
36.915,-0.152,0.067,-0.075
36.92,-0.102,0.089,-0.231
36.925,-0.076,0.135,-0.339
36.93,-0.068,0.216,-0.385
36.935,-0.072,0.307,-0.384
36.94,-0.088,0.363,-0.361
36.945,-0.116,0.355,-0.327
36.95,-0.139,0.289,-0.276
36.955,-0.133,0.198,-0.197
36.96,-0.088,0.117,-0.081
36.965,-0.028,0.063,0.063
36.97,0.005,0.032,0.206
36.975,-0.017,0.01,0.315
36.98,-0.087,-0.018,0.368
36.985,-0.167,-0.057,0.368
36.99,-0.212,-0.098,0.336
36.995,-0.198,-0.122,0.291
37,-0.126,-0.111,0.244
37.005,-0.011,-0.064,0.201
37.01,0.117,-0.002,0.168
37.015,0.226,0.046,0.144
37.02,0.283,0.06,0.109
37.025,0.264,0.045,0.035
37.03,0.17,0.02,-0.087
37.035,0.025,0.005,-0.231
37.04,-0.132,0.005,-0.343
37.045,-0.258,0.009,-0.375
37.05,-0.317,0.005,-0.317
37.055,-0.294,-0.009,-0.201
37.06,-0.194,-0.019,-0.077
37.065,-0.048,-0.007,0.021
37.07,0.096,0.032,0.092
37.075,0.195,0.09,0.146
37.08,0.227,0.153,0.182
37.085,0.203,0.208,0.188
37.09,0.148,0.242,0.158
37.095,0.085,0.247,0.111
37.1,0.025,0.217,0.072
37.105,-0.03,0.161,0.05
37.11,-0.074,0.099,0.037
37.115,-0.102,0.053,0.012
37.12,-0.106,0.029,-0.035
37.125,-0.092,0.017,-0.107
37.13,-0.075,0.001,-0.189
37.135,-0.075,-0.026,-0.263
37.14,-0.098,-0.069,-0.313
37.145,-0.129,-0.128,-0.33
37.15,-0.139,-0.2,-0.313
37.155,-0.104,-0.272,-0.255
37.16,-0.025,-0.316,-0.155
37.165,0.071,-0.303,-0.019
37.17,0.146,-0.224,0.132
37.175,0.166,-0.099,0.271
37.18,0.128,0.026,0.377
37.185,0.057,0.106,0.433
37.19,-0.001,0.124,0.42
37.195,-0.005,0.09,0.327
37.2,0.055,0.032,0.178
37.205,0.149,-0.023,0.039
37.21,0.222,-0.054,-0.017
37.215,0.219,-0.05,0.034
37.22,0.118,-0.008,0.141
37.225,-0.055,0.056,0.21
37.23,-0.24,0.114,0.171
37.235,-0.372,0.137,0.026
37.24,-0.412,0.121,-0.163
37.245,-0.36,0.084,-0.315
37.25,-0.251,0.05,-0.378
37.255,-0.131,0.032,-0.344
37.26,-0.038,0.021,-0.244
37.265,0.01,-0.005,-0.119
37.27,0.028,-0.052,-0.007
37.275,0.042,-0.112,0.067
37.28,0.073,-0.161,0.102
37.285,0.12,-0.186,0.116
37.29,0.16,-0.189,0.135
37.295,0.172,-0.188,0.165
37.3,0.153,-0.194,0.19
37.305,0.119,-0.203,0.182
37.31,0.09,-0.2,0.135
37.315,0.079,-0.171,0.068
37.32,0.084,-0.121,0.009
37.325,0.091,-0.066,-0.028
37.33,0.087,-0.022,-0.052
37.335,0.064,0.002,-0.077
37.34,0.024,0.008,-0.102
37.345,-0.023,0.006,-0.109
37.35,-0.067,0.013,-0.077
37.355,-0.097,0.047,-0.004
37.36,-0.113,0.117,0.087
37.365,-0.117,0.213,0.155
37.37,-0.108,0.297,0.164
37.375,-0.084,0.327,0.105
37.38,-0.043,0.285,0.003
37.385,0.007,0.181,-0.099
37.39,0.052,0.052,-0.158
37.395,0.076,-0.068,-0.156
37.4,0.072,-0.15,-0.097
37.405,0.042,-0.176,-0.003
37.41,-0.005,-0.151,0.095
37.415,-0.056,-0.106,0.166
37.42,-0.091,-0.087,0.187
37.425,-0.091,-0.118,0.159
37.43,-0.043,-0.175,0.105
37.435,0.046,-0.198,0.058
37.44,0.152,-0.14,0.034
37.445,0.242,-0.011,0.025
37.45,0.291,0.135,0.003
37.455,0.292,0.239,-0.052
37.46,0.255,0.281,-0.136
37.465,0.199,0.283,-0.21
37.47,0.146,0.273,-0.221
37.475,0.111,0.254,-0.143
37.48,0.101,0.207,-0.005
37.485,0.103,0.114,0.116
37.49,0.096,-0.017,0.154
37.495,0.062,-0.157,0.103
37.5,0,-0.27,0.017
37.505,-0.068,-0.321,-0.038
37.51,-0.115,-0.284,-0.032
37.515,-0.132,-0.151,0.013
37.52,-0.129,0.05,0.053
37.525,-0.121,0.248,0.047
37.53,-0.103,0.359,-0.02
37.535,-0.06,0.337,-0.13
37.54,0.014,0.206,-0.24
37.545,0.092,0.038,-0.301
37.55,0.131,-0.095,-0.282
37.555,0.099,-0.162,-0.181
37.56,-0.001,-0.173,-0.022
37.565,-0.128,-0.154,0.154
37.57,-0.236,-0.123,0.3
37.575,-0.291,-0.092,0.378
37.58,-0.286,-0.065,0.366
37.585,-0.233,-0.046,0.274
37.59,-0.158,-0.031,0.138
37.595,-0.084,-0.016,0.007
37.6,-0.033,0.003,-0.086
37.605,-0.013,0.027,-0.125
37.61,-0.017,0.053,-0.114
37.615,-0.019,0.075,-0.064
37.62,0.008,0.079,0.01
37.625,0.078,0.061,0.093
37.63,0.176,0.026,0.174
37.635,0.265,-0.008,0.236
37.64,0.304,-0.034,0.253
37.645,0.271,-0.063,0.204
37.65,0.18,-0.121,0.09
37.655,0.066,-0.212,-0.052
37.66,-0.029,-0.311,-0.16
37.665,-0.076,-0.372,-0.187
37.67,-0.067,-0.365,-0.131
37.675,-0.018,-0.293,-0.034
37.68,0.041,-0.19,0.042
37.685,0.084,-0.086,0.055
37.69,0.092,0.005,0.004
37.695,0.062,0.081,-0.08
37.7,0.003,0.139,-0.153
37.705,-0.073,0.173,-0.179
37.71,-0.151,0.183,-0.148
37.715,-0.217,0.178,-0.085
37.72,-0.258,0.176,-0.036
37.725,-0.259,0.188,-0.041
37.73,-0.209,0.206,-0.107
37.735,-0.114,0.213,-0.206
37.74,-0.001,0.194,-0.29
37.745,0.082,0.149,-0.318
37.75,0.096,0.094,-0.272
37.755,0.038,0.052,-0.166
37.76,-0.051,0.038,-0.035
37.765,-0.106,0.047,0.072
37.77,-0.083,0.056,0.127
37.775,0.011,0.04,0.13
37.78,0.121,-0.012,0.103
37.785,0.179,-0.093,0.065
37.79,0.145,-0.177,0.022
37.795,0.034,-0.239,-0.02
37.8,-0.093,-0.267,-0.041
37.805,-0.168,-0.266,-0.015
37.81,-0.153,-0.254,0.057
37.815,-0.064,-0.247,0.138
37.82,0.047,-0.242,0.17
37.825,0.124,-0.219,0.122
37.83,0.135,-0.15,0.016
37.835,0.082,-0.022,-0.075
37.84,-0.007,0.147,-0.073
37.845,-0.095,0.313,0.052
37.85,-0.149,0.425,0.258
37.855,-0.16,0.456,0.454
37.86,-0.142,0.415,0.554
37.865,-0.127,0.338,0.519
37.87,-0.139,0.264,0.372
37.875,-0.18,0.214,0.177
37.88,-0.224,0.185,-0.001
37.885,-0.241,0.164,-0.123
37.89,-0.216,0.142,-0.193
37.895,-0.168,0.109,-0.24
37.9,-0.129,0.057,-0.299
37.905,-0.12,-0.013,-0.372
37.91,-0.135,-0.092,-0.416
37.915,-0.144,-0.157,-0.372
37.92,-0.119,-0.188,-0.212
37.925,-0.052,-0.18,0.02
37.93,0.038,-0.148,0.235
37.935,0.122,-0.112,0.354
37.94,0.18,-0.092,0.365
37.945,0.207,-0.095,0.312
37.95,0.213,-0.108,0.241
37.955,0.207,-0.107,0.163
37.96,0.196,-0.069,0.054
37.965,0.184,0.01,-0.096
37.97,0.179,0.112,-0.256
37.975,0.184,0.21,-0.369
37.98,0.19,0.284,-0.398
37.985,0.182,0.335,-0.352
37.99,0.149,0.37,-0.283
37.995,0.095,0.387,-0.242
38,0.044,0.371,-0.246
38.005,0.017,0.311,-0.271
38.01,0.021,0.209,-0.276
38.015,0.044,0.082,-0.236
38.02,0.062,-0.04,-0.156
38.025,0.05,-0.132,-0.058
38.03,-0.005,-0.181,0.043
38.035,-0.104,-0.188,0.14
38.04,-0.221,-0.171,0.216
38.045,-0.316,-0.144,0.233
38.05,-0.347,-0.111,0.16
38.055,-0.303,-0.067,0.013
38.06,-0.209,-0.008,-0.132
38.065,-0.12,0.054,-0.196
38.07,-0.078,0.098,-0.155
38.075,-0.086,0.105,-0.058
38.08,-0.098,0.074,0.023
38.085,-0.063,0.018,0.043
38.09,0.042,-0.048,0.009
38.095,0.193,-0.11,-0.039
38.1,0.336,-0.158,-0.061
38.105,0.428,-0.179,-0.03
38.11,0.453,-0.167,0.057
38.115,0.427,-0.127,0.17
38.12,0.376,-0.079,0.258
38.125,0.325,-0.04,0.268
38.13,0.287,-0.01,0.18
38.135,0.262,0.022,0.031
38.14,0.24,0.072,-0.109
38.145,0.201,0.133,-0.183
38.15,0.131,0.183,-0.176
38.155,0.028,0.2,-0.12
38.16,-0.092,0.178,-0.053
38.165,-0.205,0.131,0.004
38.17,-0.293,0.078,0.049
38.175,-0.352,0.03,0.077
38.18,-0.386,-0.01,0.07
38.185,-0.404,-0.045,0.005
38.19,-0.409,-0.077,-0.118
38.195,-0.395,-0.113,-0.26
38.2,-0.348,-0.164,-0.356
38.205,-0.251,-0.24,-0.353
38.21,-0.099,-0.334,-0.251
38.215,0.086,-0.418,-0.1
38.22,0.25,-0.455,0.044
38.225,0.34,-0.418,0.151
38.23,0.336,-0.306,0.228
38.235,0.267,-0.147,0.291
38.24,0.188,0.017,0.347
38.245,0.138,0.139,0.381
38.25,0.119,0.191,0.37
38.255,0.101,0.174,0.296
38.26,0.058,0.121,0.165
38.265,-0.018,0.076,0.012
38.27,-0.111,0.067,-0.116
38.275,-0.199,0.087,-0.18
38.28,-0.254,0.103,-0.174
38.285,-0.26,0.09,-0.127
38.29,-0.214,0.053,-0.079
38.295,-0.13,0.021,-0.052
38.3,-0.041,0.018,-0.034
38.305,0.021,0.037,0.003
38.31,0.03,0.052,0.07
38.315,-0.013,0.038,0.145
38.32,-0.082,0.001,0.187
38.325,-0.138,-0.033,0.171
38.33,-0.155,-0.041,0.11
38.335,-0.129,-0.026,0.04
38.34,-0.078,-0.009,-0.016
38.345,-0.027,-0.011,-0.057
38.35,0.011,-0.036,-0.091
38.355,0.031,-0.066,-0.107
38.36,0.028,-0.081,-0.074
38.365,-0.005,-0.068,0.026
38.37,-0.068,-0.029,0.174
38.375,-0.145,0.015,0.305
38.38,-0.198,0.04,0.352
38.385,-0.188,0.019,0.295
38.39,-0.097,-0.063,0.175
38.395,0.051,-0.192,0.066
38.4,0.198,-0.321,0.021
38.405,0.286,-0.376,0.04
38.41,0.284,-0.306,0.087
38.415,0.204,-0.113,0.122
38.42,0.083,0.132,0.119
38.425,-0.035,0.333,0.064
38.43,-0.123,0.427,-0.05
38.435,-0.173,0.421,-0.205
38.44,-0.193,0.368,-0.346
38.445,-0.195,0.321,-0.397
38.45,-0.187,0.286,-0.317
38.455,-0.17,0.236,-0.135
38.46,-0.138,0.143,0.057
38.465,-0.089,0.011,0.163
38.47,-0.032,-0.126,0.145
38.475,0.009,-0.225,0.043
38.48,0.008,-0.258,-0.062
38.485,-0.048,-0.223,-0.103
38.49,-0.144,-0.135,-0.06
38.495,-0.245,-0.027,0.027
38.5,-0.314,0.067,0.102
38.505,-0.329,0.115,0.126
38.51,-0.297,0.108,0.098
38.515,-0.243,0.054,0.042
38.52,-0.191,-0.024,-0.01
38.525,-0.146,-0.105,-0.033
38.53,-0.097,-0.17,-0.016
38.535,-0.029,-0.207,0.039
38.54,0.061,-0.214,0.112
38.545,0.158,-0.19,0.165
38.55,0.241,-0.135,0.167
38.555,0.292,-0.052,0.121
38.56,0.307,0.05,0.063
38.565,0.289,0.156,0.03
38.57,0.249,0.235,0.034
38.575,0.203,0.262,0.05
38.58,0.166,0.23,0.04
38.585,0.147,0.165,-0.02
38.59,0.146,0.11,-0.121
38.595,0.15,0.099,-0.235
38.6,0.144,0.129,-0.325
38.605,0.115,0.173,-0.358
38.61,0.063,0.199,-0.317
38.615,-0.006,0.202,-0.207
38.62,-0.078,0.192,-0.058
38.625,-0.139,0.187,0.079
38.63,-0.172,0.188,0.158
38.635,-0.17,0.188,0.155
38.64,-0.144,0.171,0.076
38.645,-0.12,0.129,-0.04
38.65,-0.131,0.058,-0.144
38.655,-0.187,-0.032,-0.2
38.66,-0.265,-0.127,-0.195
38.665,-0.319,-0.211,-0.137
38.67,-0.31,-0.271,-0.05
38.675,-0.229,-0.297,0.035
38.68,-0.102,-0.277,0.092
38.685,0.024,-0.206,0.111
38.69,0.105,-0.092,0.106
38.695,0.116,0.037,0.096
38.7,0.057,0.146,0.089
38.705,-0.048,0.208,0.073
38.71,-0.161,0.214,0.028
38.715,-0.236,0.165,-0.046
38.72,-0.237,0.069,-0.134
38.725,-0.152,-0.057,-0.206
38.73,-0.004,-0.186,-0.23
38.735,0.157,-0.289,-0.186
38.74,0.284,-0.347,-0.075
38.745,0.35,-0.36,0.066
38.75,0.357,-0.338,0.176
38.755,0.32,-0.289,0.206
38.76,0.254,-0.222,0.144
38.765,0.175,-0.145,0.022
38.77,0.098,-0.07,-0.101
38.775,0.034,-0.001,-0.166
38.78,-0.013,0.069,-0.142
38.785,-0.047,0.15,-0.039
38.79,-0.07,0.238,0.093
38.795,-0.076,0.31,0.192
38.8,-0.055,0.338,0.214
38.805,0.004,0.311,0.161
38.81,0.098,0.249,0.071
38.815,0.215,0.184,-0.017
38.82,0.33,0.137,-0.087
38.825,0.41,0.094,-0.138
38.83,0.428,0.022,-0.163
38.835,0.369,-0.094,-0.151
38.84,0.246,-0.227,-0.096
38.845,0.093,-0.326,-0.017
38.85,-0.049,-0.353,0.06
38.855,-0.148,-0.314,0.114
38.86,-0.194,-0.257,0.134
38.865,-0.197,-0.224,0.12
38.87,-0.175,-0.22,0.072
38.875,-0.151,-0.207,-0.008
38.88,-0.136,-0.147,-0.116
38.885,-0.129,-0.039,-0.236
38.89,-0.12,0.076,-0.345
38.895,-0.089,0.152,-0.412
38.9,-0.023,0.171,-0.403
38.905,0.077,0.154,-0.296
38.91,0.197,0.135,-0.104
38.915,0.303,0.127,0.123
38.92,0.356,0.116,0.32
38.925,0.328,0.077,0.439
38.93,0.224,0,0.456
38.935,0.086,-0.099,0.374
38.94,-0.029,-0.189,0.215
38.945,-0.081,-0.235,0.017
38.95,-0.07,-0.217,-0.161
38.955,-0.032,-0.131,-0.263
38.96,-0.006,0.007,-0.273
38.965,-0.013,0.167,-0.226
38.97,-0.043,0.309,-0.186
38.975,-0.072,0.403,-0.2
38.98,-0.083,0.432,-0.255
38.985,-0.077,0.402,-0.292
38.99,-0.07,0.337,-0.255
38.995,-0.073,0.263,-0.13
39,-0.091,0.195,0.049
39.005,-0.116,0.134,0.232
39.01,-0.137,0.067,0.371
39.015,-0.14,-0.016,0.427
39.02,-0.118,-0.106,0.373
39.025,-0.079,-0.179,0.215
39.03,-0.045,-0.213,0.001
39.035,-0.036,-0.205,-0.188
39.04,-0.057,-0.174,-0.277
39.045,-0.087,-0.146,-0.236
39.05,-0.098,-0.13,-0.1
39.055,-0.083,-0.12,0.054
39.06,-0.059,-0.095,0.155
39.065,-0.058,-0.047,0.179
39.07,-0.09,0.016,0.152
39.075,-0.137,0.067,0.126
39.08,-0.163,0.086,0.138
39.085,-0.146,0.073,0.198
39.09,-0.085,0.048,0.287
39.095,0.007,0.035,0.372
39.1,0.11,0.042,0.419
39.105,0.21,0.059,0.398
39.11,0.286,0.061,0.293
39.115,0.318,0.03,0.107
39.12,0.291,-0.034,-0.135
39.125,0.203,-0.11,-0.382
39.13,0.07,-0.168,-0.57
39.135,-0.072,-0.189,-0.643
39.14,-0.179,-0.168,-0.577
39.145,-0.213,-0.119,-0.393
39.15,-0.165,-0.062,-0.157
39.155,-0.059,-0.009,0.04
39.16,0.055,0.034,0.134
39.165,0.125,0.071,0.119
39.17,0.135,0.106,0.057
39.175,0.104,0.13,0.028
39.18,0.072,0.126,0.075
39.185,0.068,0.085,0.167
39.19,0.089,0.015,0.233
39.195,0.108,-0.059,0.221
39.2,0.098,-0.105,0.135
39.205,0.05,-0.11,0.033
39.21,-0.022,-0.074,-0.026
39.215,-0.093,-0.006,-0.012
39.22,-0.138,0.092,0.058
39.225,-0.141,0.212,0.135
39.23,-0.097,0.326,0.174
39.235,-0.016,0.384,0.148
39.24,0.069,0.343,0.067
39.245,0.113,0.2,-0.032
39.25,0.083,0,-0.121
39.255,-0.01,-0.187,-0.196
39.26,-0.114,-0.308,-0.26
39.265,-0.166,-0.344,-0.302
39.27,-0.139,-0.311,-0.283
39.275,-0.059,-0.243,-0.174
39.28,0.024,-0.166,0.005
39.285,0.067,-0.097,0.188
39.29,0.064,-0.041,0.295
39.295,0.037,0.001,0.292
39.3,0.017,0.022,0.207
39.305,0.02,0.022,0.103
39.31,0.047,0.01,0.042
39.315,0.083,0.002,0.049
39.32,0.104,0.015,0.104
39.325,0.082,0.048,0.167
39.33,-0.003,0.085,0.198
39.335,-0.143,0.105,0.18
39.34,-0.297,0.098,0.112
39.345,-0.412,0.068,0.012
39.35,-0.446,0.036,-0.094
39.355,-0.391,0.018,-0.167
39.36,-0.275,0.019,-0.171
39.365,-0.137,0.025,-0.089
39.37,-0.01,0.017,0.045
39.375,0.095,-0.011,0.168
39.38,0.177,-0.048,0.222
39.385,0.235,-0.073,0.193
39.39,0.261,-0.071,0.115
39.395,0.252,-0.046,0.036
39.4,0.217,-0.016,-0.01
39.405,0.17,0.006,-0.011
39.41,0.123,0.026,0.025
39.415,0.077,0.057,0.078
39.42,0.024,0.105,0.115
39.425,-0.045,0.16,0.103
39.43,-0.13,0.198,0.022
39.435,-0.221,0.193,-0.12
39.44,-0.296,0.14,-0.292
39.445,-0.34,0.051,-0.45
39.45,-0.351,-0.041,-0.554
39.455,-0.338,-0.101,-0.578
39.46,-0.317,-0.107,-0.512
39.465,-0.293,-0.064,-0.365
39.47,-0.265,0,-0.163
39.475,-0.232,0.05,0.058
39.48,-0.197,0.065,0.255
39.485,-0.162,0.052,0.382
39.49,-0.127,0.038,0.403
39.495,-0.075,0.046,0.317
39.5,0.009,0.084,0.17
39.505,0.13,0.131,0.037
39.51,0.262,0.152,-0.021
39.515,0.366,0.116,0.006
39.52,0.4,0.023,0.081
39.525,0.352,-0.097,0.15
39.53,0.243,-0.193,0.185
39.535,0.119,-0.224,0.189
39.54,0.026,-0.178,0.185
39.545,-0.009,-0.084,0.186
39.55,0.007,0.01,0.178
39.555,0.039,0.065,0.13
39.56,0.044,0.072,0.016
39.565,0.002,0.044,-0.154
39.57,-0.073,0.004,-0.329
39.575,-0.14,-0.036,-0.442
39.58,-0.162,-0.064,-0.445
39.585,-0.127,-0.067,-0.347
39.59,-0.055,-0.033,-0.198
39.595,0.015,0.035,-0.057
39.6,0.043,0.112,0.038
39.605,0.009,0.16,0.083
